0.0000000000e+00	9.5105651630e-01	9.5105651630e-01
-1.2206232585e-02	9.9822439659e-01	1.0104306292e+00
-3.4943393510e-02	9.8105588106e-01	1.0159992746e+00
-5.4438055130e-02	9.0065749485e-01	9.5509554998e-01
-6.1651485981e-02	7.6221098110e-01	8.2386246708e-01
-6.2511618395e-02	5.7463933320e-01	6.3715095160e-01
-6.9177621663e-02	3.5003170048e-01	4.1920932215e-01
-8.3347643399e-02	1.0286423241e-01	1.8621187581e-01
-9.2378687618e-02	-1.5093292133e-01	5.8554233714e-02
-8.3988241500e-02	-3.9500232227e-01	3.1101408077e-01
-6.2397428838e-02	-6.1361349373e-01	5.5121606489e-01
-4.5099664207e-02	-7.9267676318e-01	7.4757709897e-01
-4.1912078620e-02	-9.2065135340e-01	8.7873927478e-01
-4.1568807642e-02	-9.8928919518e-01	9.4772038754e-01
-2.4882883875e-02	-9.9416652233e-01	9.6928363846e-01
9.4253709881e-03	-9.3496898703e-01	9.4439435802e-01
3.9528251261e-02	-8.1551191986e-01	8.5504017113e-01
4.5971728035e-02	-6.4349442855e-01	6.8946615658e-01
3.7161819246e-02	-4.3000318402e-01	4.6716500327e-01
3.9945948668e-02	-1.8879787525e-01	2.2874382392e-01
6.3975570996e-02	6.4575614213e-02	6.0004321747e-04
8.5755826443e-02	3.1378715143e-01	2.2803132498e-01
7.6449844701e-02	5.4277484473e-01	4.6632500003e-01
4.0022607574e-02	7.3678024610e-01	6.9675763853e-01
1.0997156497e-02	8.8329954543e-01	8.7230238894e-01
1.1657939209e-02	9.7288945155e-01	9.6123151234e-01
2.3251811206e-02	9.9977582019e-01	9.7652400899e-01
1.0176679678e-02	9.6222580246e-01	9.5204912279e-01
-3.2759712762e-02	8.6265952835e-01	8.9541924111e-01
-7.1595239161e-02	7.0749412735e-01	7.7908936651e-01
-7.5095707861e-02	5.0673013912e-01	5.8182584698e-01
-5.3093004362e-02	2.7330697033e-01	3.2639997469e-01
-4.2069784328e-02	2.2268939105e-02	6.4338723432e-02
-5.8161036282e-02	-2.3020434384e-01	1.7204330756e-01
-7.8889920196e-02	-4.6784076462e-01	3.8895084442e-01
-7.4638666797e-02	-6.7532445749e-01	6.0068579069e-01
-4.5666271047e-02	-8.3928292521e-01	7.9361665416e-01
-1.7403849975e-02	-9.4914890764e-01	9.3174505767e-01
-5.3882491433e-03	-9.9784145048e-01	9.9245320134e-01
9.1945486593e-04	-9.8222227868e-01	9.8314173355e-01
1.7398300225e-02	-9.0329806091e-01	9.2069636114e-01
4.1178735386e-02	-7.6615552891e-01	8.0733426430e-01
5.6711812354e-02	-5.7963363336e-01	6.3634544572e-01
5.9269830084e-02	-3.5575386618e-01	4.1502369626e-01
5.9897787007e-02	-1.0894546528e-01	1.6884325229e-01
6.6381812371e-02	1.4488456182e-01	7.8502749448e-02
7.0677492153e-02	3.8937665794e-01	3.1869916578e-01
6.1646390097e-02	6.0877310334e-01	5.4712671324e-01
4.2742227787e-02	7.8893361394e-01	7.4619138615e-01
2.7284058935e-02	9.1824669439e-01	8.9096263545e-01
1.8741133493e-02	9.8837800870e-01	9.6963687520e-01
6.4869828953e-03	9.9480753510e-01	9.8832055220e-01
-1.6277666908e-02	9.3712088524e-01	9.5339855215e-01
-4.0007329348e-02	8.1903601188e-01	8.5904334123e-01
-5.1521703738e-02	6.4816358369e-01	6.9968528743e-01
-5.3101422888e-02	4.3551647135e-01	4.8861789424e-01
-5.8409569721e-02	1.9479995880e-01	2.5320952852e-01
-7.0487456482e-02	-5.8471573749e-02	1.2015882733e-02
-7.5406190639e-02	-3.0797456455e-01	2.3256837391e-01
-6.2705979845e-02	-5.3762833752e-01	4.7492235767e-01
-4.2490850206e-02	-7.3263151524e-01	6.9014066503e-01
-3.1921554707e-02	-8.8041598009e-01	8.4849442538e-01
-2.9544386776e-02	-9.7145689992e-01	9.4191251314e-01
-1.6679423107e-02	-9.9988661143e-01	9.8320718832e-01
1.3463004432e-02	-9.6387279597e-01	9.7733580040e-01
4.1692378351e-02	-8.6573657402e-01	9.0742895237e-01
4.7927097638e-02	-7.1180290703e-01	7.5973000467e-01
4.1338399484e-02	-5.1199294836e-01	5.5333134784e-01
4.9128943811e-02	-2.7918461668e-01	3.2831356049e-01
7.5463237161e-02	-2.8382603341e-02	1.0384584050e-01
8.9866399240e-02	2.2424869248e-01	1.3438229324e-01
6.7834202082e-02	4.6242697283e-01	3.9459277075e-01
3.0022477624e-02	6.7080144868e-01	6.4077897105e-01
2.0048853518e-02	8.3594221107e-01	8.1589335755e-01
4.3583028598e-02	9.4720579998e-01	9.0362277139e-01
5.2690379091e-02	9.9742118422e-01	9.4473080513e-01
6.5690183890e-03	9.8335194033e-01	9.7678292194e-01
-6.5898666066e-02	9.0590484284e-01	9.7180350890e-01
-9.0792156545e-02	7.7007142183e-01	8.6086357838e-01
-4.1442544241e-02	5.8460625472e-01	6.2604879896e-01
1.6870041688e-02	3.6146272637e-01	3.4459268468e-01
-3.5446364970e-03	1.1502262350e-01	1.1856725999e-01
-1.0401664085e-01	-1.3883078349e-01	3.4814142648e-02
-1.8382752931e-01	-3.8373643057e-01	1.9990890126e-01
-1.4492675105e-01	-6.0390994430e-01	4.5898319325e-01
-1.7020977096e-03	-7.8516095788e-01	7.8345886017e-01
1.2720897610e-01	-9.1580769215e-01	1.0430166683e+00
1.3390944685e-01	-9.8742985601e-01	1.1213393029e+00
1.7750860413e-02	-9.9541134118e-01	1.0131622016e+00
-1.2855648585e-01	-9.3923773430e-01	8.1068124845e-01
-2.0849653389e-01	-8.2252947122e-01	6.1403293733e-01
-1.8517824732e-01	-6.5280849695e-01	4.6763024963e-01
-7.1098500228e-02	-4.4101346999e-01	3.6991496976e-01
1.1368207491e-01	-2.0079475665e-01	3.1447683156e-01
3.5560057152e-01	5.2365346397e-02	3.0323522512e-01
6.2995094334e-01	3.0215045915e-01	3.2780048419e-01
8.9109551611e-01	5.3246172253e-01	3.5863379358e-01
1.0915308138e+00	7.2845538331e-01	3.6307543052e-01
1.2076064600e+00	8.7749948642e-01	3.3010697360e-01
1.2419556461e+00	9.6998801495e-01	2.7196763112e-01
1.2040442064e+00	9.9996000602e-01	2.0408420042e-01
1.0949253933e+00	9.6548373979e-01	1.2944165354e-01
9.1172969006e-01	8.6878124039e-01	4.2948449676e-02
6.6138580388e-01	7.1608506466e-01	5.4699260779e-02
3.6509019233e-01	5.1723660861e-01	1.5214641628e-01
4.9646221675e-02	2.8505182127e-01	2.3540559959e-01
-2.6310082573e-01	3.4495206043e-02	2.9759603178e-01
-5.5826496740e-01	-2.1828465401e-01	3.3998031339e-01
-8.2220950333e-01	-4.5699588586e-01	3.6521361747e-01
-1.0376308948e+00	-6.6625335130e-01	3.7137754354e-01
-1.1856628921e+00	-8.3257023195e-01	3.5309266016e-01
-1.2532116604e+00	-9.4522726600e-01	3.0798439438e-01
-1.2379874305e+00	-9.9696361353e-01	2.4102381700e-01
-1.1458473704e+00	-9.8444482375e-01	1.6140254663e-01
-9.8369075065e-01	-9.0847774312e-01	7.5213007529e-02
-7.5697633166e-01	-7.7395851340e-01	1.6982181741e-02
-4.7561548273e-01	-5.8955701128e-01	1.1394152855e-01
-1.6034415932e-01	-3.6715806753e-01	2.0681390821e-01
1.6092183448e-01	-1.2109547977e-01	2.8201731425e-01
4.6489184649e-01	1.3277181278e-01	3.3212003372e-01
7.3885290829e-01	3.7808185113e-01	3.6077105716e-01
9.7295316212e-01	5.9902419850e-01	3.7392896363e-01
1.1497211630e+00	7.8135893611e-01	3.6836222686e-01
1.2472880720e+00	9.1333443790e-01	3.3395363409e-01
1.2548559408e+00	9.8644477257e-01	2.6841116828e-01
1.1805794547e+00	9.9597791801e-01	1.8460153667e-01
1.0401714636e+00	9.4131945505e-01	9.8852008515e-02
8.4060825902e-01	8.2599216724e-01	1.4616091781e-02
5.8140587892e-01	6.5742899460e-01	7.6023115676e-02
2.7248627547e-01	4.4649397433e-01	1.7400769886e-01
-5.6470014331e-02	2.0678204461e-01	2.6325205894e-01
-3.7046689401e-01	-4.6257160535e-02	3.2420973347e-01
-6.5036040212e-01	-2.9631505306e-01	3.5404534906e-01
-8.9329373417e-01	-5.2727519301e-01	3.6601854116e-01
-1.0925494939e+00	-7.2425200652e-01	3.6829748734e-01
-1.2255590074e+00	-8.7455017349e-01	3.5100883390e-01
-1.2682373889e+00	-9.6848285157e-01	2.9975453736e-01
-1.2175302825e+00	-9.9999600123e-01	2.1753428128e-01
-1.0920360454e+00	-9.6705857366e-01	1.2497747171e-01
-9.1001787882e-01	-8.7179341357e-01	3.8224465250e-02
-6.7466726507e-01	-7.2034044007e-01	4.5673174996e-02
-3.8587987360e-01	-5.2246092375e-01	1.3658105015e-01
-6.0919037851e-02	-2.9090836467e-01	2.2998932682e-01
2.6561697542e-01	-4.0606518594e-02	3.0622349401e-01
5.6314139259e-01	2.1231245151e-01	3.5082894107e-01
8.1945127306e-01	4.5154770685e-01	3.6790356622e-01
1.0308069942e+00	6.6168033546e-01	3.6912665872e-01
1.1844949111e+00	8.2916711397e-01	3.5532779711e-01
1.2596559440e+00	9.4321337968e-01	3.1644256427e-01
1.2448742612e+00	9.9646875552e-01	2.4840550570e-01
1.1474950053e+00	9.8550088807e-01	1.6199411721e-01
9.8269578357e-01	9.1101666553e-01	7.1679118037e-02
7.5945133858e-01	7.7781665825e-01	1.8365319671e-02
4.8333446113e-01	5.9448571790e-01	1.1115125676e-01
1.6994794914e-01	3.7283967666e-01	2.0289172752e-01
-1.5295707129e-01	1.2716380696e-01	2.8012087825e-01
-4.5920711061e-01	-1.2670787628e-01	3.3249923433e-01
-7.3444193995e-01	-3.7241313109e-01	3.6202880886e-01
-9.6897671307e-01	-5.9411604866e-01	3.7486066441e-01
-1.1458352315e+00	-7.7752769083e-01	3.6830754066e-01
-1.2440749056e+00	-9.1082702413e-01	3.3324788143e-01
-1.2544443418e+00	-9.8542279523e-01	2.6902154656e-01
-1.1849675860e+00	-9.9650724439e-01	1.8846034158e-01
-1.0479149422e+00	-9.4336596961e-01	1.0454897256e-01
-8.4707371990e-01	-8.2942397043e-01	1.7649749469e-02
-5.8431946252e-01	-6.6202490382e-01	7.7705441301e-02
-2.7586082769e-01	-4.5195777940e-01	1.7609695171e-01
4.7026019174e-02	-2.1276159874e-01	2.5978761791e-01
3.5639063249e-01	4.0147244615e-02	3.1624338787e-01
6.4046449714e-01	2.9046856453e-01	3.4999593261e-01
8.9323988407e-01	5.2206894293e-01	3.7117094114e-01
1.0967128093e+00	7.2002154206e-01	3.7669126728e-01
1.2235314738e+00	8.7156815162e-01	3.5196332223e-01
1.2590004018e+00	9.6694146608e-01	2.9205893569e-01
1.2123205941e+00	9.9999459571e-01	2.1232599836e-01
